-5.439400618,0.46319544,656.25
-6.212934695,3.327733825,2177.55
-6.794416577,6.277587419,1614.9
-7.369048333,9.227935251,545.4
-7.93923022,12.17579973,325.1
-8.495066548,15.18386292,226.8
-9.479423543,18.09382534,191.8
-11.72423288,17.23230122,198.3
-11.27118547,14.72554534,235.75
-10.85113332,11.65996849,345.4
-10.27632497,8.728270513,619.05
-9.707739059,5.775261432,2019.8
-9.144235954,3.005975797,6425.5
-9.016278385,-0.147520728,852.35
-11.4217865,-0.738124403,528.65
-11.89921082,1.869623949,893.6
-12.71064832,5.155272296,976.65
-13.23682623,8.09604983,757.25
-13.78331475,11.14970314,406.1
-14.39333877,13.97695775,259.35
-15.22146781,16.77972816,190.65
-17.48686777,15.97605415,192.6
-17.319222,13.47666324,241.35
-16.73675041,10.51273284,406.15
-16.02591876,7.756929465,1556.85
-15.60175523,4.61717174,2189.15
-15.03874772,1.666530535,566.65
-14.89024589,-1.176082496,373.85
-17.30871217,-1.890357663,286.6
-17.7775713,0.758583484,387.75
-18.59502908,3.780933229,746.7
-19.14413063,6.967143914,1059.25
-19.74074274,9.914603269,411.8
-20.26133471,12.93108282,250.55
-21.09287037,15.68808332,192.25
-23.35972566,14.85917893,173.15
-23.1479176,12.35097997,193.85
-22.44088976,9.641900261,244.1
-21.88258634,6.405789344,341.45
-21.47067058,3.457611957,334.15
-20.87342244,0.706749704,281.8
-20.67513002,-2.124717107,233
-23.16025726,-2.930172491,187.1
-23.71568142,-0.224099601,207.4
-24.46028818,2.913342266,215.95
-24.94483272,5.801330057,216.4
-25.60601282,8.632990819,204.15
-26.25701781,11.55459838,171.4
-27.02469369,14.37501858,159.7
-27.45966615,14.15092474,157.1
-24.72919438,-3.10081863,176.1
