80054 80085 80256 80018	81004
118165	118293	118390	118233	117936
111069	110751	113457	112677	111471
53207	53009	53400	53646	53730
24136	24138	24018	23919	23530
26141	26125	25746	25554	25602
24337	24142	24098	23886	24033
18919	18947	18873	18945	19066
12579	12498	12512	12399	12326
9009	8931	8823	8778	8859
